order_id,order_date,ship_date,ship_mode,customer_id
CA-2013-101791,2013-05-28,2013-06-01,Standard Class,BS-11665
CA-2014-121195,2014-12-25,2014-12-28,First Class,NS-18505
CA-2014-163209,2014-05-04,2014-05-08,Standard Class,MK-18160
CA-2011-133354,2011-02-23,2011-02-25,First Class,SA-20830
US-2012-130491,2012-02-08,2012-02-11,First Class,BH-11710
CA-2012-113740,2012-08-24,2012-08-28,Second Class,SC-20380
CA-2011-148425,2011-11-30,2011-12-04,Standard Class,RF-19345
CA-2013-144309,2013-12-11,2013-12-17,Standard Class,CM-12235
CA-2014-151225,2014-10-28,2014-10-30,First Class,JM-15655
US-2011-144078,2011-11-25,2011-11-29,Standard Class,RB-19435
CA-2011-124464,2011-07-14,2011-07-20,Standard Class,SS-20515
CA-2012-136805,2012-05-23,2012-05-27,Second Class,NM-18445
US-2012-159499,2012-11-21,2012-11-23,Second Class,EM-14095
CA-2011-162089,2011-03-30,2011-04-01,First Class,MP-17470
US-2014-158526,2014-12-30,2015-01-02,Second Class,KH-16360
CA-2014-104885,2014-03-03,2014-03-09,Standard Class,DB-13555
US-2013-157490,2013-10-07,2013-10-08,First Class,LB-16795
CA-2012-161452,2012-04-05,2012-04-11,Standard Class,CA-11965
US-2011-115196,2011-09-09,2011-09-13,Standard Class,DL-12925
CA-2013-138968,2013-03-16,2013-03-17,First Class,FC-14335
CA-2012-101889,2012-12-27,2012-12-31,Standard Class,DB-13120
CA-2014-110821,2014-08-08,2014-08-09,First Class,CK-12205
CA-2012-121552,2012-03-22,2012-03-27,Standard Class,FW-14395
CA-2012-107685,2012-11-30,2012-12-02,Second Class,JM-15865
US-2011-120740,2011-04-15,2011-04-15,Same Day,PS-18970
CA-2014-155740,2014-07-31,2014-08-03,First Class,TC-21475
CA-2014-146493,2014-06-02,2014-06-06,Standard Class,CV-12805
CA-2011-105417,2011-01-08,2011-01-13,Standard Class,VS-21820
US-2014-141509,2014-09-30,2014-10-02,First Class,SC-20575
CA-2014-139493,2014-09-14,2014-09-20,Standard Class,SG-20605
CA-2011-151967,2011-10-22,2011-10-26,Standard Class,NB-18580
US-2013-140158,2013-10-05,2013-10-09,Standard Class,DR-12940
CA-2012-130974,2012-11-27,2012-11-29,Second Class,MA-17560
CA-2014-133487,2014-05-07,2014-05-10,Second Class,TS-21655
CA-2011-142951,2011-10-08,2011-10-08,Same Day,JG-15115
CA-2011-133592,2011-12-31,2012-01-07,Standard Class,KM-16375
CA-2012-120782,2012-04-28,2012-05-01,First Class,SD-20485
CA-2012-116876,2012-02-14,2012-02-21,Standard Class,TT-21070
CA-2013-169838,2013-11-26,2013-11-30,Standard Class,BB-11545
US-2014-128951,2014-07-16,2014-07-18,First Class,RS-19420
CA-2011-102330,2011-12-29,2012-01-03,Standard Class,AI-10855
CA-2013-118899,2013-03-23,2013-03-23,Same Day,MC-17275
CA-2014-107958,2014-07-03,2014-07-06,First Class,AH-10120
CA-2014-151799,2014-12-15,2014-12-19,Standard Class,BF-11170
CA-2013-114601,2013-08-27,2013-09-03,Standard Class,AA-10480
CA-2014-100237,2014-10-16,2014-10-20,Standard Class,SV-20815
CA-2011-139542,2011-10-25,2011-10-29,Standard Class,EH-14185
US-2012-142811,2012-04-02,2012-04-07,Standard Class,JL-15850
CA-2014-139353,2014-10-29,2014-10-31,Second Class,JM-15250
CA-2011-150203,2011-12-05,2011-12-07,First Class,JB-15925
US-2014-101518,2014-11-04,2014-11-09,Standard Class,PB-19105
CA-2012-149636,2012-01-06,2012-01-12,Standard Class,SP-20620
US-2014-146213,2014-09-10,2014-09-15,Standard Class,MC-17605
CA-2012-108588,2012-01-05,2012-01-10,Standard Class,BG-11695
US-2014-138086,2014-04-17,2014-04-21,Standard Class,JO-15550
CA-2012-139374,2012-09-10,2012-09-14,Standard Class,AR-10345
CA-2013-113978,2013-09-26,2013-09-30,Standard Class,TS-21505
US-2012-150231,2012-03-16,2012-03-20,Second Class,JK-15640
CA-2013-106915,2013-11-27,2013-12-03,Standard Class,GA-14515
US-2013-109260,2013-09-27,2013-10-02,Standard Class,TN-21040
CA-2014-104850,2014-06-14,2014-06-20,Standard Class,TW-21025
CA-2014-140508,2014-09-19,2014-09-22,First Class,PA-19060
CA-2014-143294,2014-06-03,2014-06-09,Standard Class,JD-15790
CA-2013-165673,2013-05-16,2013-05-20,Second Class,MN-17935
CA-2014-134418,2014-09-16,2014-09-21,Standard Class,GM-14500
US-2013-106313,2013-08-23,2013-08-27,Standard Class,DG-13300
CA-2011-105872,2011-05-30,2011-06-06,Standard Class,JG-15160
CA-2014-108287,2014-12-19,2014-12-21,First Class,AG-10330
CA-2014-141103,2014-07-31,2014-08-07,Standard Class,JF-15355
CA-2011-154781,2011-11-21,2011-11-26,Standard Class,SC-20680
CA-2012-147816,2012-09-24,2012-09-26,Second Class,CM-11935
CA-2014-105326,2014-08-21,2014-08-28,Standard Class,KT-16480
CA-2013-133613,2013-06-18,2013-06-23,Standard Class,CP-12340
CA-2012-109113,2012-12-19,2012-12-23,Standard Class,EK-13795
CA-2012-156153,2012-05-31,2012-06-02,Second Class,CW-11905
CA-2012-133242,2012-06-18,2012-06-24,Standard Class,KH-16510
CA-2012-158323,2012-11-30,2012-12-03,First Class,AB-10600
CA-2012-161795,2012-12-21,2012-12-23,Second Class,AH-10075
CA-2014-100902,2014-11-18,2014-11-22,Standard Class,CK-12595
CA-2014-112844,2014-11-14,2014-11-17,Second Class,SP-20620
CA-2013-158925,2013-10-25,2013-10-29,Standard Class,JP-15460
CA-2011-155390,2011-12-06,2011-12-11,Standard Class,BG-11035
CA-2014-123071,2014-12-04,2014-12-07,First Class,CC-12550
CA-2014-156391,2014-09-27,2014-09-29,First Class,SL-20155
CA-2012-103093,2012-02-03,2012-02-07,Standard Class,FO-14305
US-2014-118941,2014-08-13,2014-08-13,Same Day,BB-11545
CA-2012-169299,2012-08-24,2012-08-26,First Class,DO-13435
CA-2014-154088,2014-11-13,2014-11-18,Standard Class,LB-16735
CA-2013-155978,2013-08-02,2013-08-02,Same Day,TS-21205
CA-2013-108196,2013-11-26,2013-12-03,Standard Class,CS-12505
CA-2013-152800,2013-04-14,2013-04-16,First Class,SP-20920
CA-2011-166961,2011-12-27,2011-12-31,Standard Class,CD-12790
CA-2013-139381,2013-04-19,2013-04-23,Standard Class,RF-19840
CA-2012-132136,2012-03-08,2012-03-12,Standard Class,FO-14305
CA-2013-162236,2013-11-05,2013-11-07,Second Class,ER-13855
US-2011-111353,2011-11-29,2011-12-06,Standard Class,PB-19150
US-2013-117037,2013-05-18,2013-05-21,First Class,LW-17215
CA-2014-160801,2014-09-20,2014-09-20,Same Day,FG-14260
CA-2013-108364,2013-12-20,2013-12-25,Standard Class,BP-11050
CA-2014-169362,2014-10-13,2014-10-16,First Class,SP-20860
CA-2012-127481,2012-12-12,2012-12-15,Second Class,JD-15895
CA-2012-112711,2012-07-12,2012-07-18,Standard Class,FM-14380
US-2012-145121,2012-10-02,2012-10-06,Standard Class,MP-17965
CA-2014-166184,2014-03-25,2014-03-28,First Class,HR-14830
CA-2014-157413,2014-06-02,2014-06-07,Standard Class,BW-11065
CA-2011-143637,2011-03-24,2011-03-29,Second Class,MS-17710
CA-2012-102260,2012-09-22,2012-09-26,Standard Class,SJ-20125
US-2013-137295,2013-01-08,2013-01-13,Standard Class,VS-21820
CA-2013-134334,2013-02-14,2013-02-15,First Class,DK-13090
US-2014-109316,2014-06-09,2014-06-11,First Class,MG-17680
CA-2013-138478,2013-10-22,2013-10-27,Second Class,DP-13390
CA-2014-150469,2014-01-27,2014-01-31,Standard Class,CJ-12010
CA-2014-152436,2014-12-09,2014-12-11,Second Class,CW-11905
CA-2013-169334,2013-10-22,2013-10-25,Second Class,GW-14605
US-2011-115413,2011-08-26,2011-09-01,Standard Class,PP-18955
CA-2011-125150,2011-05-16,2011-05-23,Standard Class,PW-19030
CA-2012-127327,2012-02-03,2012-02-07,Standard Class,PW-19030
CA-2014-117114,2014-11-01,2014-11-06,Standard Class,CY-12745
CA-2012-137302,2012-04-26,2012-05-01,Standard Class,BW-11110
CA-2013-112382,2013-05-10,2013-05-14,Standard Class,MB-18085
CA-2012-128958,2012-01-24,2012-01-28,Standard Class,CR-12820
CA-2012-106257,2012-04-13,2012-04-17,Second Class,EB-14110
CA-2012-149083,2012-09-25,2012-09-30,Standard Class,SH-19975
US-2011-137869,2011-03-28,2011-04-02,Standard Class,CV-12295
CA-2013-116603,2013-07-18,2013-07-23,Standard Class,AT-10735
CA-2011-158470,2011-04-19,2011-04-23,Second Class,AG-10390
US-2014-123834,2014-07-22,2014-07-26,Standard Class,GM-14500
CA-2012-125976,2012-09-27,2012-10-02,Standard Class,JK-15205
CA-2013-128706,2013-02-27,2013-03-03,Standard Class,DW-13540
CA-2013-104311,2013-05-03,2013-05-07,Standard Class,AS-10090
CA-2011-169649,2011-12-09,2011-12-15,Standard Class,TS-21205
CA-2012-144890,2012-12-25,2012-12-29,Standard Class,SM-20320
CA-2014-135587,2014-12-08,2014-12-13,Standard Class,BH-11710
CA-2011-103429,2011-05-30,2011-06-01,First Class,LW-16825
CA-2014-152261,2014-03-03,2014-03-07,Standard Class,JA-15970
CA-2012-142993,2012-10-12,2012-10-17,Standard Class,KA-16525
CA-2012-143364,2012-07-14,2012-07-19,Second Class,TG-21310
CA-2011-100972,2011-11-19,2011-11-24,Second Class,DB-13360
CA-2013-136994,2013-05-28,2013-06-03,Standard Class,LS-17245
US-2014-166233,2014-07-04,2014-07-10,Standard Class,MO-17950
CA-2014-122112,2014-09-26,2014-09-30,Standard Class,CA-11965
CA-2013-101672,2013-10-04,2013-10-08,Standard Class,DB-12910
CA-2014-168403,2014-09-10,2014-09-16,Standard Class,DK-12835
CA-2012-148705,2012-03-12,2012-03-18,Standard Class,EB-14170
CA-2013-160241,2013-11-30,2013-12-05,Second Class,DR-12940
CA-2013-155747,2013-06-15,2013-06-22,Standard Class,JS-15685
CA-2014-118017,2014-12-04,2014-12-07,Second Class,LC-16870
CA-2013-113117,2013-08-17,2013-08-23,Standard Class,JP-15520
CA-2013-148684,2013-12-26,2013-12-30,Standard Class,TS-21655
CA-2014-125367,2014-07-24,2014-07-31,Standard Class,NM-18445
CA-2014-124744,2014-06-22,2014-06-26,Standard Class,EH-14125
CA-2014-128363,2014-08-14,2014-08-19,Standard Class,DC-12850
CA-2012-126669,2012-11-07,2012-11-13,Standard Class,DO-13645
US-2012-118766,2012-10-15,2012-10-22,Standard Class,LS-16975
CA-2013-112585,2013-07-31,2013-08-03,First Class,RW-19630
CA-2013-149762,2013-12-04,2013-12-08,Standard Class,RD-19720
CA-2013-167605,2013-04-29,2013-05-01,Second Class,RB-19570
US-2014-105697,2014-08-26,2014-08-28,First Class,JE-15715
CA-2014-165323,2014-06-18,2014-06-22,Standard Class,SR-20740
CA-2012-110891,2012-11-20,2012-11-24,Standard Class,PO-19195
CA-2014-100783,2014-09-05,2014-09-09,Second Class,JK-16120
CA-2012-152513,2012-07-04,2012-07-08,Second Class,JP-16135
CA-2014-139822,2014-09-16,2014-09-22,Standard Class,Dp-13240
CA-2014-107713,2014-03-14,2014-03-18,Standard Class,JB-16000
CA-2014-134096,2014-09-25,2014-09-30,Standard Class,PP-18955
CA-2013-125843,2013-08-14,2013-08-17,First Class,RF-19840
CA-2014-120404,2014-11-21,2014-11-25,Second Class,KH-16330
CA-2014-167549,2014-07-26,2014-07-28,First Class,EM-14200
CA-2013-120082,2013-03-26,2013-03-28,Second Class,DK-12835
US-2013-168095,2013-07-16,2013-07-21,Standard Class,MC-17425
CA-2014-166093,2014-08-18,2014-08-25,Standard Class,RW-19540
CA-2013-146325,2013-12-15,2013-12-18,First Class,DS-13180
CA-2014-134194,2014-12-26,2015-01-02,Standard Class,GA-14725
CA-2011-131009,2011-03-01,2011-03-05,Standard Class,SC-20380
CA-2012-145814,2012-11-19,2012-11-24,Standard Class,KD-16345
CA-2011-138359,2011-04-01,2011-04-06,Standard Class,KH-16330
CA-2014-131807,2014-10-06,2014-10-11,Standard Class,GG-14650
CA-2014-104864,2014-11-19,2014-11-24,Second Class,JS-15685
CA-2012-138219,2012-03-23,2012-03-30,Standard Class,BP-11095
CA-2013-157707,2013-10-11,2013-10-13,First Class,CC-12610
US-2012-126753,2012-08-16,2012-08-20,Standard Class,SP-20860
CA-2011-166051,2011-05-31,2011-06-05,Standard Class,JK-15625
CA-2012-113040,2012-08-27,2012-08-31,Standard Class,CC-12100
CA-2011-103800,2011-01-04,2011-01-08,Standard Class,DP-13000
CA-2011-113383,2011-09-10,2011-09-13,First Class,SF-20065
CA-2014-152499,2014-01-23,2014-01-26,Second Class,EH-13765
CA-2013-151498,2013-04-22,2013-04-25,First Class,DN-13690
CA-2013-137939,2013-07-21,2013-07-24,Second Class,PJ-19015
US-2013-117793,2013-08-24,2013-08-30,Standard Class,MA-17560
CA-2013-133872,2013-06-15,2013-06-18,First Class,VM-21835
US-2012-165743,2012-11-20,2012-11-23,Second Class,MM-18055
US-2014-105998,2014-11-04,2014-11-06,First Class,CR-12580
US-2011-148194,2011-05-04,2011-05-07,First Class,BS-11365
US-2012-151407,2012-11-08,2012-11-12,Standard Class,RD-19585
CA-2012-110870,2012-12-12,2012-12-15,First Class,KD-16270
CA-2011-143210,2011-12-01,2011-12-03,First Class,AA-10645
CA-2013-139808,2013-10-08,2013-10-12,Standard Class,MC-18100
CA-2012-110863,2012-11-17,2012-11-24,Standard Class,AA-10645
CA-2011-127859,2011-03-17,2011-03-20,Second Class,QJ-19255
US-2012-136427,2012-06-20,2012-06-23,First Class,JM-16195
CA-2014-120138,2014-05-26,2014-05-26,Same Day,TB-21625
US-2011-131870,2011-09-09,2011-09-11,First Class,NF-18595
CA-2014-114804,2014-10-18,2014-10-20,Second Class,BF-11020
CA-2014-167227,2014-11-03,2014-11-06,First Class,NP-18670
CA-2011-129189,2011-07-21,2011-07-25,Standard Class,HM-14860
CA-2012-132465,2012-09-11,2012-09-15,Second Class,DM-13525
CA-2013-166373,2013-10-22,2013-10-26,Standard Class,JF-15565
CA-2013-158806,2013-01-07,2013-01-11,Standard Class,NM-18520
CA-2012-119690,2012-06-25,2012-06-28,First Class,MV-17485
CA-2012-153738,2012-09-20,2012-09-22,First Class,AG-10270
CA-2014-169012,2014-07-11,2014-07-15,Standard Class,BF-11275
CA-2014-109393,2014-07-01,2014-07-03,Second Class,JC-15775
CA-2014-121489,2014-08-22,2014-08-26,Second Class,CM-11815
US-2014-133081,2014-03-12,2014-03-16,Standard Class,PV-18985
CA-2014-165008,2014-09-16,2014-09-18,Second Class,DO-13645
CA-2013-145611,2013-09-21,2013-09-25,Standard Class,HA-14905
CA-2013-113600,2013-12-16,2013-12-18,Second Class,SH-20395
CA-2014-130834,2014-11-04,2014-11-07,Second Class,JM-16195
CA-2013-168543,2013-07-04,2013-07-08,Standard Class,DK-13225
CA-2011-144974,2011-09-26,2011-09-30,Standard Class,CM-12715
CA-2011-109904,2011-07-14,2011-07-17,Second Class,BF-10975
CA-2014-152205,2014-09-29,2014-10-06,Standard Class,SF-20965
CA-2012-121188,2012-08-28,2012-09-04,Standard Class,CB-12025
CA-2012-156013,2012-09-20,2012-09-26,Standard Class,TC-20980
CA-2013-132997,2013-11-08,2013-11-10,First Class,LW-17215
US-2012-160563,2012-10-20,2012-10-24,Standard Class,NS-18640
CA-2014-151750,2014-01-02,2014-01-06,Standard Class,JM-15250
CA-2012-106187,2012-06-23,2012-06-29,Standard Class,RF-19345
US-2013-164945,2013-11-23,2013-11-28,Standard Class,CA-12055
CA-2012-150714,2012-10-26,2012-11-01,Standard Class,KH-16690
CA-2013-105753,2013-10-21,2013-10-27,Standard Class,LC-16960
CA-2014-120894,2014-04-29,2014-05-03,Standard Class,JL-15130
CA-2013-106621,2013-09-30,2013-10-02,Second Class,DM-12955
CA-2012-107020,2012-07-10,2012-07-14,Standard Class,MV-18190
US-2012-117492,2012-08-07,2012-08-09,First Class,NS-18640
CA-2011-101392,2011-12-07,2011-12-13,Standard Class,AS-10630
CA-2012-127502,2012-12-10,2012-12-14,Standard Class,MT-17815
CA-2014-143658,2014-11-09,2014-11-14,Second Class,SR-20425
CA-2014-133046,2014-07-28,2014-08-02,Second Class,DK-13375
CA-2014-122798,2014-12-29,2015-01-02,Standard Class,SV-20935
CA-2013-169663,2013-03-11,2013-03-14,First Class,RH-19510
CA-2012-149846,2012-05-22,2012-05-26,Standard Class,SB-20185
CA-2014-159149,2014-02-18,2014-02-20,First Class,CR-12820
US-2014-167570,2014-12-09,2014-12-16,Standard Class,EG-13900
CA-2014-160122,2014-11-19,2014-11-24,Standard Class,RD-19930
CA-2013-130393,2013-12-02,2013-12-04,Second Class,JM-15865
CA-2014-144820,2014-10-04,2014-10-08,Second Class,LW-16825
CA-2014-101014,2014-08-30,2014-09-05,Standard Class,RW-19540
CA-2014-105543,2014-11-25,2014-11-25,Same Day,BG-11695
US-2014-113201,2014-07-01,2014-07-06,Standard Class,TT-21220
US-2014-106551,2014-07-23,2014-07-28,Standard Class,EB-13930
CA-2013-116722,2013-11-12,2013-11-17,Standard Class,LP-17080
CA-2011-138128,2011-12-09,2011-12-15,Standard Class,FP-14320
US-2014-150070,2014-09-08,2014-09-13,Standard Class,JA-15970
CA-2012-137064,2012-02-06,2012-02-13,Standard Class,TS-21655
CA-2014-157350,2014-08-27,2014-09-02,Standard Class,DP-13000
CA-2011-127866,2011-07-20,2011-07-23,First Class,JD-15895
CA-2012-131352,2012-10-08,2012-10-13,Standard Class,GH-14485
CA-2012-121776,2012-02-16,2012-02-21,Standard Class,RD-19585
CA-2013-118073,2013-08-13,2013-08-17,Standard Class,CS-12490
CA-2011-103219,2011-11-09,2011-11-13,Standard Class,BF-11215
CA-2013-102561,2013-07-19,2013-07-23,Standard Class,NK-18490
CA-2013-100993,2013-02-05,2013-02-10,Standard Class,AZ-10750
US-2011-112949,2011-06-20,2011-06-27,Standard Class,Co-12640
US-2014-146822,2014-06-10,2014-06-15,Standard Class,AG-10675
US-2013-131058,2013-12-28,2014-01-01,Standard Class,EM-14140
CA-2011-167997,2011-01-27,2011-01-30,First Class,CA-11965
CA-2014-140151,2014-03-24,2014-03-26,First Class,RB-19360
US-2014-143770,2014-03-21,2014-03-25,Standard Class,RD-19720
CA-2013-131296,2013-10-05,2013-10-10,Standard Class,MS-17830
CA-2013-103464,2013-11-19,2013-11-23,Standard Class,PG-18820
CA-2014-136238,2014-12-27,2015-01-02,Standard Class,KB-16240
CA-2013-120803,2013-03-10,2013-03-14,Standard Class,RB-19465
CA-2013-134138,2013-02-16,2013-02-20,Standard Class,JD-15790
CA-2012-120915,2012-09-28,2012-10-03,Second Class,JJ-15445
CA-2012-168207,2012-11-02,2012-11-06,Standard Class,LT-17110
CA-2013-144148,2013-08-01,2013-08-06,Standard Class,AH-10690
CA-2014-107174,2014-11-07,2014-11-14,Standard Class,AB-10060
CA-2013-146150,2013-02-14,2013-02-19,Standard Class,FM-14380
CA-2011-114125,2011-07-09,2011-07-13,Standard Class,GH-14410
CA-2013-114944,2013-01-30,2013-02-04,Standard Class,HE-14800
CA-2013-135965,2013-09-23,2013-09-26,First Class,SZ-20035
CA-2014-149699,2014-12-23,2014-12-25,First Class,CM-12115
CA-2013-166429,2013-09-03,2013-09-09,Standard Class,TG-21310
CA-2012-112767,2012-08-02,2012-08-06,Standard Class,DK-12985
CA-2012-119879,2012-11-21,2012-11-25,Standard Class,SS-20410
CA-2014-155642,2014-05-19,2014-05-23,Standard Class,BM-11575
US-2014-101721,2014-07-24,2014-07-28,Standard Class,MY-17380
CA-2012-136728,2012-09-13,2012-09-17,Second Class,AG-10900
CA-2013-127194,2013-12-11,2013-12-17,Standard Class,BW-11110
CA-2012-140375,2012-10-02,2012-10-05,Second Class,SG-20470
US-2014-155866,2014-11-18,2014-11-22,Standard Class,CC-12370
CA-2012-141327,2012-11-30,2012-12-03,First Class,LR-16915
CA-2012-136700,2012-12-06,2012-12-11,Second Class,DB-13120
CA-2014-102736,2014-09-06,2014-09-10,Standard Class,LP-17095
CA-2014-125269,2014-04-25,2014-05-01,Standard Class,AF-10870
CA-2012-114811,2012-11-08,2012-11-08,Same Day,KD-16495
CA-2012-122266,2012-04-26,2012-04-30,Standard Class,SA-20830
CA-2012-141565,2012-09-20,2012-09-24,Standard Class,BG-11035
CA-2014-128769,2014-09-08,2014-09-13,Standard Class,DM-12955
CA-2013-116337,2013-11-08,2013-11-13,Standard Class,MC-17845
CA-2012-120845,2012-09-25,2012-10-02,Standard Class,ML-17395
CA-2011-120775,2011-10-03,2011-10-07,Standard Class,RD-19930
CA-2011-152905,2011-02-19,2011-02-25,Standard Class,AB-10015
CA-2013-104633,2013-06-13,2013-06-17,Standard Class,EA-14035
CA-2014-104136,2014-11-02,2014-11-05,Second Class,SF-20065
CA-2013-123050,2013-04-05,2013-04-09,Second Class,BC-11125
CA-2013-162355,2013-07-01,2013-07-03,Second Class,PF-19165
CA-2011-158225,2011-09-22,2011-09-28,Standard Class,SE-20110
CA-2014-102204,2014-05-02,2014-05-07,Standard Class,CJ-12010
CA-2014-103065,2014-10-21,2014-10-21,Same Day,PT-19090
CA-2011-109855,2011-09-01,2011-09-05,Standard Class,LH-16900
CA-2011-109897,2011-08-12,2011-08-16,Standard Class,BW-11200
US-2011-143581,2011-08-19,2011-08-23,Standard Class,BS-11365
CA-2012-129217,2012-05-10,2012-05-10,Same Day,DP-13390
CA-2013-133816,2013-05-11,2013-05-14,Second Class,CS-12400
CA-2012-140221,2012-03-05,2012-03-09,Second Class,MS-17365
CA-2014-152310,2014-08-13,2014-08-20,Standard Class,DK-12895
CA-2013-118101,2013-06-27,2013-06-27,Same Day,SN-20560
CA-2013-100307,2013-12-16,2013-12-20,Standard Class,TC-21475
CA-2012-138457,2012-09-13,2012-09-17,Standard Class,AM-10705
CA-2011-131800,2011-12-30,2012-01-04,Standard Class,AJ-10960
CA-2011-118304,2011-04-29,2011-05-04,Standard Class,KH-16360
CA-2014-121790,2014-01-31,2014-02-07,Standard Class,LP-17095
CA-2013-169670,2013-12-26,2014-01-01,Standard Class,JE-15715
CA-2013-139549,2013-10-21,2013-10-26,Standard Class,MY-18295
CA-2012-104059,2012-06-13,2012-06-15,Second Class,FC-14245
CA-2014-164112,2014-07-01,2014-07-05,Standard Class,ND-18460
CA-2012-143882,2012-06-26,2012-06-30,Standard Class,DB-13360
US-2013-139262,2013-02-21,2013-02-25,Standard Class,LC-16960
CA-2014-146192,2014-04-23,2014-04-27,Standard Class,BD-11725
CA-2014-134810,2014-05-10,2014-05-11,First Class,MC-17605
CA-2012-154284,2012-12-21,2012-12-26,Second Class,SZ-20035
CA-2011-156244,2011-08-12,2011-08-16,Standard Class,DH-13675
CA-2012-106362,2012-12-11,2012-12-15,Standard Class,LC-16885
US-2014-168802,2014-11-04,2014-11-08,Standard Class,JO-15145
US-2014-146906,2014-03-14,2014-03-18,Standard Class,MT-17815
CA-2013-166380,2013-05-31,2013-06-04,Standard Class,EB-13750
US-2012-158911,2012-07-05,2012-07-11,Standard Class,RS-19765
US-2011-103338,2011-03-11,2011-03-15,Standard Class,RB-19435
CA-2012-109169,2012-04-20,2012-04-24,Standard Class,OT-18730
US-2014-167318,2014-07-27,2014-08-02,Standard Class,GZ-14545
US-2011-120313,2011-10-31,2011-11-02,Second Class,NL-18310
CA-2014-135419,2014-11-04,2014-11-10,Standard Class,BG-11740
CA-2013-128671,2013-08-12,2013-08-17,Standard Class,MT-18070
CA-2013-149335,2013-07-26,2013-07-26,Same Day,BC-11125
CA-2011-168312,2011-03-01,2011-03-07,Standard Class,GW-14605
US-2014-105935,2014-01-27,2014-02-01,Standard Class,BD-11500
CA-2011-161508,2011-07-12,2011-07-16,Standard Class,PV-18985
CA-2014-130904,2014-04-12,2014-04-17,Standard Class,HM-14980
CA-2014-133620,2014-11-14,2014-11-19,Standard Class,EM-14065
CA-2012-142937,2012-12-05,2012-12-06,First Class,SF-20065
US-2013-149790,2013-09-27,2013-10-02,Standard Class,SC-20380
CA-2013-130778,2013-11-20,2013-11-26,Standard Class,ND-18370
CA-2014-144456,2014-09-09,2014-09-10,First Class,FC-14245
CA-2014-103478,2014-07-22,2014-07-25,Second Class,KL-16555
CA-2014-118577,2014-10-07,2014-10-12,Standard Class,XP-21865
CA-2014-113572,2014-11-08,2014-11-12,Standard Class,FP-14320
CA-2013-153269,2013-03-10,2013-03-13,First Class,PS-18760
CA-2014-161655,2014-05-14,2014-05-19,Second Class,CW-11905
CA-2013-101469,2013-07-03,2013-07-09,Standard Class,KH-16360
CA-2011-153087,2011-12-27,2012-01-03,Standard Class,TC-20980
CA-2014-135076,2014-04-14,2014-04-18,Standard Class,YS-21880
CA-2011-161634,2011-11-14,2011-11-20,Standard Class,CC-12220
CA-2014-141481,2014-06-12,2014-06-15,First Class,ZD-21925
CA-2013-132549,2013-11-26,2013-12-01,Standard Class,JK-15370
US-2011-155544,2011-03-21,2011-03-25,Standard Class,GM-14440
US-2012-115238,2012-04-30,2012-05-04,Standard Class,JW-15220
CA-2014-132199,2014-05-04,2014-05-09,Standard Class,BO-11350
CA-2013-163174,2013-08-27,2013-08-31,Standard Class,XP-21865
CA-2011-110555,2011-04-11,2011-04-18,Standard Class,MM-18055
CA-2014-147207,2014-01-03,2014-01-05,Second Class,TS-21655
CA-2014-137631,2014-04-29,2014-05-03,Standard Class,JL-15235
CA-2014-157273,2014-01-31,2014-02-03,First Class,SZ-20035
CA-2011-109918,2011-09-07,2011-09-12,Second Class,LR-17035
CA-2013-118745,2013-06-12,2013-06-17,Standard Class,SV-20365
CA-2013-163972,2013-10-18,2013-10-22,Standard Class,MG-17890
CA-2011-165393,2011-12-27,2011-12-30,First Class,NC-18415
CA-2013-113726,2013-11-25,2013-12-02,Standard Class,SC-20680
CA-2013-152940,2013-11-11,2013-11-14,First Class,RO-19780
CA-2012-158701,2012-01-05,2012-01-10,Standard Class,JL-15175
CA-2014-156272,2014-03-22,2014-03-28,Standard Class,PW-19030
CA-2012-162964,2012-11-12,2012-11-18,Standard Class,MF-18250
CA-2011-103527,2011-09-09,2011-09-14,Second Class,CC-12220
CA-2013-134544,2013-03-18,2013-03-20,Second Class,AC-10660
CA-2013-163048,2013-02-08,2013-02-15,Standard Class,MH-17440
CA-2013-145135,2013-11-27,2013-11-29,First Class,CD-12790
CA-2014-137582,2014-09-05,2014-09-09,Standard Class,CV-12805
CA-2012-149601,2012-05-28,2012-06-03,Standard Class,TB-21625
CA-2011-139423,2011-11-01,2011-11-05,Standard Class,DG-13300
CA-2013-102596,2013-12-28,2013-12-31,First Class,RD-19810
CA-2014-153227,2014-12-05,2014-12-07,First Class,CS-12250
CA-2014-110625,2014-12-24,2014-12-31,Standard Class,JB-16045
CA-2013-142594,2013-12-02,2013-12-07,Second Class,EJ-14155
CA-2011-152254,2011-06-30,2011-06-30,Same Day,BD-11620
US-2011-120236,2011-09-03,2011-09-04,First Class,MR-17545
CA-2014-120061,2014-11-03,2014-11-08,Second Class,SR-20425
CA-2012-133837,2012-04-13,2012-04-18,Standard Class,TH-21100
CA-2012-110814,2012-12-05,2012-12-09,Second Class,BD-11635
CA-2013-154067,2013-02-01,2013-02-07,Standard Class,SM-20950
CA-2014-140480,2014-07-09,2014-07-13,Standard Class,HE-14800
CA-2012-134082,2012-12-11,2012-12-17,Standard Class,JK-15640
CA-2013-130820,2013-11-16,2013-11-16,Same Day,ON-18715
CA-2013-159765,2013-05-10,2013-05-13,Second Class,TH-21100
CA-2014-132290,2014-03-11,2014-03-15,Standard Class,MD-17350
CA-2013-147109,2013-12-18,2013-12-22,Standard Class,AH-10075
CA-2014-107265,2014-04-07,2014-04-13,Standard Class,ML-17755
